"","X","ID","Area","Site","Plot","Sample","date","Betterdate","ICP","concentration","month"
"1985",1985,24,"East","Transect","T3","Jun-28","6-28-2021","2021-06-28","Al_ug/mL","0.34","june"
"1986",1986,24,"East","Transect","T3","Jun-28","6-28-2021","2021-06-28","Ca_ug/mL","18.09","june"
"1987",1987,24,"East","Transect","T3","Jun-28","6-28-2021","2021-06-28","Fe _ug/mL","14.98","june"
"1988",1988,24,"East","Transect","T3","Jun-28","6-28-2021","2021-06-28","K _ug/mL","1.01","june"
"1989",1989,24,"East","Transect","T3","Jun-28","6-28-2021","2021-06-28","Mg_ug/mL","1.34","june"
"1990",1990,24,"East","Transect","T3","Jun-28","6-28-2021","2021-06-28","Mn_ug/mL","0.43","june"
"1991",1991,24,"East","Transect","T3","Jun-28","6-28-2021","2021-06-28","Na_ug/mL","1.08","june"
"1992",1992,24,"East","Transect","T3","Jun-28","6-28-2021","2021-06-28","P_ug/mL","0.07","june"
"1993",1993,25,"East","Transect","T4","Jun-28","6-28-2021","2021-06-28","Al_ug/mL","0.44","june"
"1994",1994,25,"East","Transect","T4","Jun-28","6-28-2021","2021-06-28","Ca_ug/mL","4.78","june"
"1995",1995,25,"East","Transect","T4","Jun-28","6-28-2021","2021-06-28","Fe _ug/mL","19.58","june"
"1996",1996,25,"East","Transect","T4","Jun-28","6-28-2021","2021-06-28","K _ug/mL","0.53","june"
"1997",1997,25,"East","Transect","T4","Jun-28","6-28-2021","2021-06-28","Mg_ug/mL","0.86","june"
"1998",1998,25,"East","Transect","T4","Jun-28","6-28-2021","2021-06-28","Mn_ug/mL","0.56","june"
"1999",1999,25,"East","Transect","T4","Jun-28","6-28-2021","2021-06-28","Na_ug/mL","0.84","june"
"2000",2000,25,"East","Transect","T4","Jun-28","6-28-2021","2021-06-28","P_ug/mL","0.05","june"
"2001",2001,26,"East","Transect","T5","Jun-28","6-28-2021","2021-06-28","Al_ug/mL","0.64","june"
"2002",2002,26,"East","Transect","T5","Jun-28","6-28-2021","2021-06-28","Ca_ug/mL","3.54","june"
"2003",2003,26,"East","Transect","T5","Jun-28","6-28-2021","2021-06-28","Fe _ug/mL","20.78","june"
"2004",2004,26,"East","Transect","T5","Jun-28","6-28-2021","2021-06-28","K _ug/mL","1.82","june"
"2005",2005,26,"East","Transect","T5","Jun-28","6-28-2021","2021-06-28","Mg_ug/mL","0.82","june"
"2006",2006,26,"East","Transect","T5","Jun-28","6-28-2021","2021-06-28","Mn_ug/mL","0.43","june"
"2007",2007,26,"East","Transect","T5","Jun-28","6-28-2021","2021-06-28","Na_ug/mL","1.01","june"
"2008",2008,26,"East","Transect","T5","Jun-28","6-28-2021","2021-06-28","P_ug/mL","0.06","june"
"2009",2009,27,"East","Transect","T6","Jun-28","6-28-2021","2021-06-28","Al_ug/mL","0.40","june"
"2010",2010,27,"East","Transect","T6","Jun-28","6-28-2021","2021-06-28","Ca_ug/mL","3.85","june"
"2011",2011,27,"East","Transect","T6","Jun-28","6-28-2021","2021-06-28","Fe _ug/mL","12.46","june"
"2012",2012,27,"East","Transect","T6","Jun-28","6-28-2021","2021-06-28","K _ug/mL","1.32","june"
"2013",2013,27,"East","Transect","T6","Jun-28","6-28-2021","2021-06-28","Mg_ug/mL","0.72","june"
"2014",2014,27,"East","Transect","T6","Jun-28","6-28-2021","2021-06-28","Mn_ug/mL","0.37","june"
"2015",2015,27,"East","Transect","T6","Jun-28","6-28-2021","2021-06-28","Na_ug/mL","0.97","june"
"2016",2016,27,"East","Transect","T6","Jun-28","6-28-2021","2021-06-28","P_ug/mL","0.08","june"
"2017",2017,28,"East","Transect","T7","Jun-28","6-28-2021","2021-06-28","Al_ug/mL","0.35","june"
"2018",2018,28,"East","Transect","T7","Jun-28","6-28-2021","2021-06-28","Ca_ug/mL","4.14","june"
"2019",2019,28,"East","Transect","T7","Jun-28","6-28-2021","2021-06-28","Fe _ug/mL","18.10","june"
"2020",2020,28,"East","Transect","T7","Jun-28","6-28-2021","2021-06-28","K _ug/mL","0.87","june"
"2021",2021,28,"East","Transect","T7","Jun-28","6-28-2021","2021-06-28","Mg_ug/mL","0.93","june"
"2022",2022,28,"East","Transect","T7","Jun-28","6-28-2021","2021-06-28","Mn_ug/mL","0.47","june"
"2023",2023,28,"East","Transect","T7","Jun-28","6-28-2021","2021-06-28","Na_ug/mL","0.91","june"
"2024",2024,28,"East","Transect","T7","Jun-28","6-28-2021","2021-06-28","P_ug/mL","0.07","june"
"2025",2025,29,"East","Transect","T8","Jun-28","6-28-2021","2021-06-28","Al_ug/mL","0.35","june"
"2026",2026,29,"East","Transect","T8","Jun-28","6-28-2021","2021-06-28","Ca_ug/mL","5.32","june"
"2027",2027,29,"East","Transect","T8","Jun-28","6-28-2021","2021-06-28","Fe _ug/mL","54.24","june"
"2028",2028,29,"East","Transect","T8","Jun-28","6-28-2021","2021-06-28","K _ug/mL","1.83","june"
"2029",2029,29,"East","Transect","T8","Jun-28","6-28-2021","2021-06-28","Mg_ug/mL","1.05","june"
"2030",2030,29,"East","Transect","T8","Jun-28","6-28-2021","2021-06-28","Mn_ug/mL","1.09","june"
"2031",2031,29,"East","Transect","T8","Jun-28","6-28-2021","2021-06-28","Na_ug/mL","1.11","june"
"2032",2032,29,"East","Transect","T8","Jun-28","6-28-2021","2021-06-28","P_ug/mL","0.09","june"
"2033",2033,30,"East","Transect","T9","Jun-28","6-28-2021","2021-06-28","Al_ug/mL","0.45","june"
"2034",2034,30,"East","Transect","T9","Jun-28","6-28-2021","2021-06-28","Ca_ug/mL","4.68","june"
"2035",2035,30,"East","Transect","T9","Jun-28","6-28-2021","2021-06-28","Fe _ug/mL","15.24","june"
"2036",2036,30,"East","Transect","T9","Jun-28","6-28-2021","2021-06-28","K _ug/mL","1.15","june"
"2037",2037,30,"East","Transect","T9","Jun-28","6-28-2021","2021-06-28","Mg_ug/mL","0.79","june"
"2038",2038,30,"East","Transect","T9","Jun-28","6-28-2021","2021-06-28","Mn_ug/mL","0.35","june"
"2039",2039,30,"East","Transect","T9","Jun-28","6-28-2021","2021-06-28","Na_ug/mL","1.07","june"
"2040",2040,30,"East","Transect","T9","Jun-28","6-28-2021","2021-06-28","P_ug/mL","0.09","june"
"2041",2041,31,"East","Transect","T10","Jun-28","6-28-2021","2021-06-28","Al_ug/mL","0.52","june"
"2042",2042,31,"East","Transect","T10","Jun-28","6-28-2021","2021-06-28","Ca_ug/mL","3.87","june"
"2043",2043,31,"East","Transect","T10","Jun-28","6-28-2021","2021-06-28","Fe _ug/mL","7.36","june"
"2044",2044,31,"East","Transect","T10","Jun-28","6-28-2021","2021-06-28","K _ug/mL","1.02","june"
"2045",2045,31,"East","Transect","T10","Jun-28","6-28-2021","2021-06-28","Mg_ug/mL","0.86","june"
"2046",2046,31,"East","Transect","T10","Jun-28","6-28-2021","2021-06-28","Mn_ug/mL","0.22","june"
"2047",2047,31,"East","Transect","T10","Jun-28","6-28-2021","2021-06-28","Na_ug/mL","0.88","june"
"2048",2048,31,"East","Transect","T10","Jun-28","6-28-2021","2021-06-28","P_ug/mL","0.07","june"
"2049",2049,32,"East","Transect","T11","Jun-28","6-28-2021","2021-06-28","Al_ug/mL","0.36","june"
"2050",2050,32,"East","Transect","T11","Jun-28","6-28-2021","2021-06-28","Ca_ug/mL","4.08","june"
"2051",2051,32,"East","Transect","T11","Jun-28","6-28-2021","2021-06-28","Fe _ug/mL","15.31","june"
"2052",2052,32,"East","Transect","T11","Jun-28","6-28-2021","2021-06-28","K _ug/mL","0.96","june"
"2053",2053,32,"East","Transect","T11","Jun-28","6-28-2021","2021-06-28","Mg_ug/mL","0.79","june"
"2054",2054,32,"East","Transect","T11","Jun-28","6-28-2021","2021-06-28","Mn_ug/mL","0.33","june"
"2055",2055,32,"East","Transect","T11","Jun-28","6-28-2021","2021-06-28","Na_ug/mL","1.14","june"
"2056",2056,32,"East","Transect","T11","Jun-28","6-28-2021","2021-06-28","P_ug/mL","0.07","june"
"2057",2057,33,"East","Transect","T12","Jun-28","6-28-2021","2021-06-28","Al_ug/mL","0.46","june"
"2058",2058,33,"East","Transect","T12","Jun-28","6-28-2021","2021-06-28","Ca_ug/mL","3.34","june"
"2059",2059,33,"East","Transect","T12","Jun-28","6-28-2021","2021-06-28","Fe _ug/mL","25.34","june"
"2060",2060,33,"East","Transect","T12","Jun-28","6-28-2021","2021-06-28","K _ug/mL","0.97","june"
"2061",2061,33,"East","Transect","T12","Jun-28","6-28-2021","2021-06-28","Mg_ug/mL","0.69","june"
"2062",2062,33,"East","Transect","T12","Jun-28","6-28-2021","2021-06-28","Mn_ug/mL","0.49","june"
"2063",2063,33,"East","Transect","T12","Jun-28","6-28-2021","2021-06-28","Na_ug/mL","1.16","june"
"2064",2064,33,"East","Transect","T12","Jun-28","6-28-2021","2021-06-28","P_ug/mL","0.10","june"
"2065",2065,34,"East","Transect","T13","Jun-28","6-28-2021","2021-06-28","Al_ug/mL","0.41","june"
"2066",2066,34,"East","Transect","T13","Jun-28","6-28-2021","2021-06-28","Ca_ug/mL","4.60","june"
"2067",2067,34,"East","Transect","T13","Jun-28","6-28-2021","2021-06-28","Fe _ug/mL","9.71","june"
"2068",2068,34,"East","Transect","T13","Jun-28","6-28-2021","2021-06-28","K _ug/mL","0.72","june"
"2069",2069,34,"East","Transect","T13","Jun-28","6-28-2021","2021-06-28","Mg_ug/mL","0.85","june"
"2070",2070,34,"East","Transect","T13","Jun-28","6-28-2021","2021-06-28","Mn_ug/mL","0.25","june"
"2071",2071,34,"East","Transect","T13","Jun-28","6-28-2021","2021-06-28","Na_ug/mL","0.89","june"
"2072",2072,34,"East","Transect","T13","Jun-28","6-28-2021","2021-06-28","P_ug/mL","0.09","june"
"2073",2073,35,"West","Mesic","2","Jun-28","6-28-2021","2021-06-28","Al_ug/mL","0.09","june"
"2074",2074,35,"West","Mesic","2","Jun-28","6-28-2021","2021-06-28","Ca_ug/mL","5.82","june"
"2075",2075,35,"West","Mesic","2","Jun-28","6-28-2021","2021-06-28","Fe _ug/mL","14.52","june"
"2076",2076,35,"West","Mesic","2","Jun-28","6-28-2021","2021-06-28","K _ug/mL","0.36","june"
"2077",2077,35,"West","Mesic","2","Jun-28","6-28-2021","2021-06-28","Mg_ug/mL","0.80","june"
"2078",2078,35,"West","Mesic","2","Jun-28","6-28-2021","2021-06-28","Mn_ug/mL","0.24","june"
"2079",2079,35,"West","Mesic","2","Jun-28","6-28-2021","2021-06-28","Na_ug/mL","0.85","june"
"2080",2080,35,"West","Mesic","2","Jun-28","6-28-2021","2021-06-28","P_ug/mL","0.05","june"
"2081",2081,36,"West","Mesic","3","Jun-28","6-28-2021","2021-06-28","Al_ug/mL","0.08","june"
"2082",2082,36,"West","Mesic","3","Jun-28","6-28-2021","2021-06-28","Ca_ug/mL","5.24","june"
"2083",2083,36,"West","Mesic","3","Jun-28","6-28-2021","2021-06-28","Fe _ug/mL","20.74","june"
"2084",2084,36,"West","Mesic","3","Jun-28","6-28-2021","2021-06-28","K _ug/mL","0.66","june"
"2085",2085,36,"West","Mesic","3","Jun-28","6-28-2021","2021-06-28","Mg_ug/mL","0.69","june"
"2086",2086,36,"West","Mesic","3","Jun-28","6-28-2021","2021-06-28","Mn_ug/mL","0.34","june"
"2087",2087,36,"West","Mesic","3","Jun-28","6-28-2021","2021-06-28","Na_ug/mL","1.12","june"
"2088",2088,36,"West","Mesic","3","Jun-28","6-28-2021","2021-06-28","P_ug/mL","0.05","june"
"2089",2089,37,"West","Dry","1","Jun-28","6-28-2021","2021-06-28","Al_ug/mL","0.08","june"
"2090",2090,37,"West","Dry","1","Jun-28","6-28-2021","2021-06-28","Ca_ug/mL","9.29","june"
"2091",2091,37,"West","Dry","1","Jun-28","6-28-2021","2021-06-28","Fe _ug/mL","10.00","june"
"2092",2092,37,"West","Dry","1","Jun-28","6-28-2021","2021-06-28","K _ug/mL","1.02","june"
"2093",2093,37,"West","Dry","1","Jun-28","6-28-2021","2021-06-28","Mg_ug/mL","1.31","june"
"2094",2094,37,"West","Dry","1","Jun-28","6-28-2021","2021-06-28","Mn_ug/mL","0.18","june"
"2095",2095,37,"West","Dry","1","Jun-28","6-28-2021","2021-06-28","Na_ug/mL","1.20","june"
"2096",2096,37,"West","Dry","1","Jun-28","6-28-2021","2021-06-28","P_ug/mL","0.05","june"
"2097",2097,38,"West","Dry","2","Jun-28","6-28-2021","2021-06-28","Al_ug/mL","0.13","june"
"2098",2098,38,"West","Dry","2","Jun-28","6-28-2021","2021-06-28","Ca_ug/mL","5.87","june"
"2099",2099,38,"West","Dry","2","Jun-28","6-28-2021","2021-06-28","Fe _ug/mL","41.25","june"
"2100",2100,38,"West","Dry","2","Jun-28","6-28-2021","2021-06-28","K _ug/mL","0.44","june"
"2101",2101,38,"West","Dry","2","Jun-28","6-28-2021","2021-06-28","Mg_ug/mL","0.75","june"
"2102",2102,38,"West","Dry","2","Jun-28","6-28-2021","2021-06-28","Mn_ug/mL","0.68","june"
"2103",2103,38,"West","Dry","2","Jun-28","6-28-2021","2021-06-28","Na_ug/mL","1.09","june"
"2104",2104,38,"West","Dry","2","Jun-28","6-28-2021","2021-06-28","P_ug/mL","0.05","june"
"2105",2105,39,"West","Dry","3","Jun-28","6-28-2021","2021-06-28","Al_ug/mL","0.10","june"
"2106",2106,39,"West","Dry","3","Jun-28","6-28-2021","2021-06-28","Ca_ug/mL","5.99","june"
"2107",2107,39,"West","Dry","3","Jun-28","6-28-2021","2021-06-28","Fe _ug/mL","14.30","june"
"2108",2108,39,"West","Dry","3","Jun-28","6-28-2021","2021-06-28","K _ug/mL","0.47","june"
"2109",2109,39,"West","Dry","3","Jun-28","6-28-2021","2021-06-28","Mg_ug/mL","0.63","june"
"2110",2110,39,"West","Dry","3","Jun-28","6-28-2021","2021-06-28","Mn_ug/mL","0.24","june"
"2111",2111,39,"West","Dry","3","Jun-28","6-28-2021","2021-06-28","Na_ug/mL","0.83","june"
"2112",2112,39,"West","Dry","3","Jun-28","6-28-2021","2021-06-28","P_ug/mL","0.05","june"
"2113",2113,40,"West","Hydric","1","Jun-28","6-28-2021","2021-06-28","Al_ug/mL","2.75","june"
"2114",2114,40,"West","Hydric","1","Jun-28","6-28-2021","2021-06-28","Ca_ug/mL","29.69","june"
"2115",2115,40,"West","Hydric","1","Jun-28","6-28-2021","2021-06-28","Fe _ug/mL","26.30","june"
"2116",2116,40,"West","Hydric","1","Jun-28","6-28-2021","2021-06-28","K _ug/mL","0.80","june"
"2117",2117,40,"West","Hydric","1","Jun-28","6-28-2021","2021-06-28","Mg_ug/mL","4.17","june"
"2118",2118,40,"West","Hydric","1","Jun-28","6-28-2021","2021-06-28","Mn_ug/mL","0.78","june"
"2119",2119,40,"West","Hydric","1","Jun-28","6-28-2021","2021-06-28","Na_ug/mL","1.19","june"
"2120",2120,40,"West","Hydric","1","Jun-28","6-28-2021","2021-06-28","P_ug/mL","0.05","june"
"2121",2121,41,"West","Hydric","2","Jun-28","6-28-2021","2021-06-28","Al_ug/mL","0.05","june"
"2122",2122,41,"West","Hydric","2","Jun-28","6-28-2021","2021-06-28","Ca_ug/mL","14.80","june"
"2123",2123,41,"West","Hydric","2","Jun-28","6-28-2021","2021-06-28","Fe _ug/mL","10.57","june"
"2124",2124,41,"West","Hydric","2","Jun-28","6-28-2021","2021-06-28","K _ug/mL","0.44","june"
"2125",2125,41,"West","Hydric","2","Jun-28","6-28-2021","2021-06-28","Mg_ug/mL","1.68","june"
"2126",2126,41,"West","Hydric","2","Jun-28","6-28-2021","2021-06-28","Mn_ug/mL","0.25","june"
"2127",2127,41,"West","Hydric","2","Jun-28","6-28-2021","2021-06-28","Na_ug/mL","0.89","june"
"2128",2128,41,"West","Hydric","2","Jun-28","6-28-2021","2021-06-28","P_ug/mL","0.05","june"
"2129",2129,42,"West","Hydric","3","Jun-28","6-28-2021","2021-06-28","Al_ug/mL","0.05","june"
"2130",2130,42,"West","Hydric","3","Jun-28","6-28-2021","2021-06-28","Ca_ug/mL","25.51","june"
"2131",2131,42,"West","Hydric","3","Jun-28","6-28-2021","2021-06-28","Fe _ug/mL","8.56","june"
"2132",2132,42,"West","Hydric","3","Jun-28","6-28-2021","2021-06-28","K _ug/mL","0.76","june"
"2133",2133,42,"West","Hydric","3","Jun-28","6-28-2021","2021-06-28","Mg_ug/mL","3.46","june"
"2134",2134,42,"West","Hydric","3","Jun-28","6-28-2021","2021-06-28","Mn_ug/mL","0.15","june"
"2135",2135,42,"West","Hydric","3","Jun-28","6-28-2021","2021-06-28","Na_ug/mL","1.13","june"
"2136",2136,42,"West","Hydric","3","Jun-28","6-28-2021","2021-06-28","P_ug/mL","0.05","june"
"2137",2137,43,"West","Transect","T5","Jun-28","6-28-2021","2021-06-28","Al_ug/mL","0.08","june"
"2138",2138,43,"West","Transect","T5","Jun-28","6-28-2021","2021-06-28","Ca_ug/mL","11.75","june"
"2139",2139,43,"West","Transect","T5","Jun-28","6-28-2021","2021-06-28","Fe _ug/mL","14.66","june"
"2140",2140,43,"West","Transect","T5","Jun-28","6-28-2021","2021-06-28","K _ug/mL","0.63","june"
"2141",2141,43,"West","Transect","T5","Jun-28","6-28-2021","2021-06-28","Mg_ug/mL","1.89","june"
"2142",2142,43,"West","Transect","T5","Jun-28","6-28-2021","2021-06-28","Mn_ug/mL","0.24","june"
"2143",2143,43,"West","Transect","T5","Jun-28","6-28-2021","2021-06-28","Na_ug/mL","0.93","june"
"2144",2144,43,"West","Transect","T5","Jun-28","6-28-2021","2021-06-28","P_ug/mL","0.05","june"
"2145",2145,44,"West","Transect","T12","Jun-28","6-28-2021","2021-06-28","Al_ug/mL","0.08","june"
"2146",2146,44,"West","Transect","T12","Jun-28","6-28-2021","2021-06-28","Ca_ug/mL","27.51","june"
"2147",2147,44,"West","Transect","T12","Jun-28","6-28-2021","2021-06-28","Fe _ug/mL","11.67","june"
"2148",2148,44,"West","Transect","T12","Jun-28","6-28-2021","2021-06-28","K _ug/mL","1.43","june"
"2149",2149,44,"West","Transect","T12","Jun-28","6-28-2021","2021-06-28","Mg_ug/mL","3.78","june"
"2150",2150,44,"West","Transect","T12","Jun-28","6-28-2021","2021-06-28","Mn_ug/mL","0.20","june"
"2151",2151,44,"West","Transect","T12","Jun-28","6-28-2021","2021-06-28","Na_ug/mL","1.06","june"
"2152",2152,44,"West","Transect","T12","Jun-28","6-28-2021","2021-06-28","P_ug/mL","0.05","june"
"2153",2153,45,"West","Transect","T13","Jun-28","6-28-2021","2021-06-28","Al_ug/mL","19.63","june"
"2154",2154,45,"West","Transect","T13","Jun-28","6-28-2021","2021-06-28","Ca_ug/mL","23.42","june"
"2155",2155,45,"West","Transect","T13","Jun-28","6-28-2021","2021-06-28","Fe _ug/mL","25.26","june"
"2156",2156,45,"West","Transect","T13","Jun-28","6-28-2021","2021-06-28","K _ug/mL","1.38","june"
"2157",2157,45,"West","Transect","T13","Jun-28","6-28-2021","2021-06-28","Mg_ug/mL","3.30","june"
"2158",2158,45,"West","Transect","T13","Jun-28","6-28-2021","2021-06-28","Mn_ug/mL","0.48","june"
"2159",2159,45,"West","Transect","T13","Jun-28","6-28-2021","2021-06-28","Na_ug/mL","1.65","june"
"2160",2160,45,"West","Transect","T13","Jun-28","6-28-2021","2021-06-28","P_ug/mL","0.05","june"
"2161",2161,46,"East","Hydric","1","Jul-6","7-6-2021","2021-07-06","Al_ug/mL","0.61","july"
"2162",2162,46,"East","Hydric","1","Jul-6","7-6-2021","2021-07-06","Ca_ug/mL","4.01","july"
"2163",2163,46,"East","Hydric","1","Jul-6","7-6-2021","2021-07-06","Fe _ug/mL","5.82","july"
"2164",2164,46,"East","Hydric","1","Jul-6","7-6-2021","2021-07-06","K _ug/mL","1.02","july"
"2165",2165,46,"East","Hydric","1","Jul-6","7-6-2021","2021-07-06","Mg_ug/mL","0.91","july"
"2166",2166,46,"East","Hydric","1","Jul-6","7-6-2021","2021-07-06","Mn_ug/mL","0.25","july"
"2167",2167,46,"East","Hydric","1","Jul-6","7-6-2021","2021-07-06","Na_ug/mL","1.12","july"
"2168",2168,46,"East","Hydric","1","Jul-6","7-6-2021","2021-07-06","P_ug/mL","0.05","july"
"2169",2169,47,"East","Hydric","2","Jul-6","7-6-2021","2021-07-06","Al_ug/mL","0.62","july"
"2170",2170,47,"East","Hydric","2","Jul-6","7-6-2021","2021-07-06","Ca_ug/mL","3.91","july"
"2171",2171,47,"East","Hydric","2","Jul-6","7-6-2021","2021-07-06","Fe _ug/mL","5.87","july"
"2172",2172,47,"East","Hydric","2","Jul-6","7-6-2021","2021-07-06","K _ug/mL","0.98","july"
"2173",2173,47,"East","Hydric","2","Jul-6","7-6-2021","2021-07-06","Mg_ug/mL","0.76","july"
"2174",2174,47,"East","Hydric","2","Jul-6","7-6-2021","2021-07-06","Mn_ug/mL","0.16","july"
"2175",2175,47,"East","Hydric","2","Jul-6","7-6-2021","2021-07-06","Na_ug/mL","0.90","july"
"2176",2176,47,"East","Hydric","2","Jul-6","7-6-2021","2021-07-06","P_ug/mL","0.05","july"
"2177",2177,48,"East","Hydric","3","Jul-6","7-6-2021","2021-07-06","Al_ug/mL","0.55","july"
"2178",2178,48,"East","Hydric","3","Jul-6","7-6-2021","2021-07-06","Ca_ug/mL","3.76","july"
"2179",2179,48,"East","Hydric","3","Jul-6","7-6-2021","2021-07-06","Fe _ug/mL","5.12","july"
"2180",2180,48,"East","Hydric","3","Jul-6","7-6-2021","2021-07-06","K _ug/mL","1.04","july"
"2181",2181,48,"East","Hydric","3","Jul-6","7-6-2021","2021-07-06","Mg_ug/mL","0.80","july"
"2182",2182,48,"East","Hydric","3","Jul-6","7-6-2021","2021-07-06","Mn_ug/mL","0.76","july"
"2183",2183,48,"East","Hydric","3","Jul-6","7-6-2021","2021-07-06","Na_ug/mL","0.96","july"
"2184",2184,48,"East","Hydric","3","Jul-6","7-6-2021","2021-07-06","P_ug/mL","0.05","july"
"2185",2185,49,"East","Dry","1","Jul-6","7-6-2021","2021-07-06","Al_ug/mL","0.27","july"
"2186",2186,49,"East","Dry","1","Jul-6","7-6-2021","2021-07-06","Ca_ug/mL","5.69","july"
"2187",2187,49,"East","Dry","1","Jul-6","7-6-2021","2021-07-06","Fe _ug/mL","1.26","july"
"2188",2188,49,"East","Dry","1","Jul-6","7-6-2021","2021-07-06","K _ug/mL","1.16","july"
"2189",2189,49,"East","Dry","1","Jul-6","7-6-2021","2021-07-06","Mg_ug/mL","0.80","july"
"2190",2190,49,"East","Dry","1","Jul-6","7-6-2021","2021-07-06","Mn_ug/mL","0.08","july"
"2191",2191,49,"East","Dry","1","Jul-6","7-6-2021","2021-07-06","Na_ug/mL","0.91","july"
"2192",2192,49,"East","Dry","1","Jul-6","7-6-2021","2021-07-06","P_ug/mL","0.05","july"
"2193",2193,50,"East","Dry","3","Jul-6","7-6-2021","2021-07-06","Al_ug/mL","0.46","july"
"2194",2194,50,"East","Dry","3","Jul-6","7-6-2021","2021-07-06","Ca_ug/mL","3.86","july"
"2195",2195,50,"East","Dry","3","Jul-6","7-6-2021","2021-07-06","Fe _ug/mL","3.63","july"
"2196",2196,50,"East","Dry","3","Jul-6","7-6-2021","2021-07-06","K _ug/mL","0.86","july"
"2197",2197,50,"East","Dry","3","Jul-6","7-6-2021","2021-07-06","Mg_ug/mL","0.76","july"
"2198",2198,50,"East","Dry","3","Jul-6","7-6-2021","2021-07-06","Mn_ug/mL","0.13","july"
"2199",2199,50,"East","Dry","3","Jul-6","7-6-2021","2021-07-06","Na_ug/mL","0.89","july"
"2200",2200,50,"East","Dry","3","Jul-6","7-6-2021","2021-07-06","P_ug/mL","0.05","july"
"2201",2201,51,"East","Mesic","1","Jul-6","7-6-2021","2021-07-06","Al_ug/mL","0.46","july"
"2202",2202,51,"East","Mesic","1","Jul-6","7-6-2021","2021-07-06","Ca_ug/mL","3.69","july"
"2203",2203,51,"East","Mesic","1","Jul-6","7-6-2021","2021-07-06","Fe _ug/mL","5.28","july"
